Variable,Platinum_Level,Gold_Level,Silver_Level,Bronze_Level,Catastrophic_Level
AGE0_MALE,0.624000012874603,0.580999970436096,0.558000028133392,0.499000012874603,0.492000013589859
AGE1_MALE,0.108000002801418,0.0930000022053719,0.0790000036358833,0.0540000014007092,0.0520000010728836
AGE1_X_SEVERITY1,0.522000014781952,0.444999992847443,0.331999987363815,0.252999991178513,0.247999995946884
AGE1_X_SEVERITY2,1.96000003814697,1.74699997901917,1.50800001621246,1.24600005149841,1.22599995136261
AGE1_X_SEVERITY3,3.05900001525879,2.78600001335144,2.51200008392334,2.26399993896484,2.24600005149841
AGE1_X_SEVERITY4,9.64200019836426,9.15799999237061,8.75699996948242,8.50100040435791,8.47799968719482
AGE1_X_SEVERITY5,54.5470008850098,53.8800010681152,53.3230018615723,53.226001739502,53.2179985046387
EXTREMELY_IMMATURE_X_SEVERITY1,33.798999786377,32.7690010070801,31.9020004272461,31.6529998779297,31.6340007781982
EXTREMELY_IMMATURE_X_SEVERITY2,33.798999786377,32.7690010070801,31.9020004272461,31.6529998779297,31.6340007781982
EXTREMELY_IMMATURE_X_SEVERITY3,33.798999786377,32.7690010070801,31.9020004272461,31.6529998779297,31.6340007781982
EXTREMELY_IMMATURE_X_SEVERITY4,154.074005126953,152.660995483398,151.498992919922,151.388000488281,151.376007080078
EXTREMELY_IMMATURE_X_SEVERITY5,253.763000488281,252.421997070312,251.307998657227,251.304000854492,251.305999755859
IMMATURE_X_SEVERITY1,24.326000213623,23.2390003204346,22.3470001220703,22.0779991149902,22.0510005950928
IMMATURE_X_SEVERITY2,24.326000213623,23.2390003204346,22.3470001220703,22.0779991149902,22.0510005950928
IMMATURE_X_SEVERITY3,32.7900009155273,31.6590003967285,30.7269992828369,30.5179996490479,30.4979991912842
IMMATURE_X_SEVERITY4,72.4440002441406,71.0989990234375,69.9850006103516,69.9130020141602,69.9029998779297
IMMATURE_X_SEVERITY5,159.649002075195,158.315002441406,157.208999633789,157.194000244141,157.192001342773
PREMATURE_MULTIPLES_X_SEVERITY1,5.31899976730347,4.78700017929077,4.24300003051758,3.6489999294281,3.59800004959106
PREMATURE_MULTIPLES_X_SEVERITY2,8,7.26599979400635,6.64599990844727,6.01599979400635,5.94799995422363
PREMATURE_MULTIPLES_X_SEVERITY3,14.2069997787476,13.2489995956421,12.4770002365112,12.0389995574951,11.996000289917
PREMATURE_MULTIPLES_X_SEVERITY4,27.4419994354248,26.2180004119873,25.238000869751,25.0270004272461,25.0100002288818
PREMATURE_MULTIPLES_X_SEVERITY5,115.888999938965,114.606002807617,113.559997558594,113.467002868652,113.458999633789
TERM_X_SEVERITY1,1.54799997806549,1.32299995422363,0.916999995708466,0.449999988079071,0.425000011920929
TERM_X_SEVERITY2,3.57299995422363,3.1470000743866,2.66599988937378,1.99399995803833,1.93499994277954
TERM_X_SEVERITY3,5.85699987411499,5.29899978637695,4.76700019836426,4.15000009536743,4.09100008010864
TERM_X_SEVERITY4,14.9700002670288,14.0500001907349,13.3229999542236,12.8380002975464,12.7959995269775
TERM_X_SEVERITY5,91.5319976806641,90.4029998779297,89.4649963378906,89.2760009765625,89.2600021362305
