DGNS_CD,CC_CD,ACC_CD,DGNS_CD_EFF_STRT_DT,DGNS_CD_EFF_END_DT,MIN_AGE_DGNS_INCLUDE,MAX_AGE_DGNS_EXCLUDE,CC_AGE_SPLIT_MIN_AGE_INC,CC_AGE_SPLIT_MAX_AGE_EXC,CC_SEX_SPLIT
A0101,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A0102,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A0104,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A0105,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A021,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A0221,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A0223,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A0224,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A064,351,0,2015-10-01,2027-12-31,0,999,0,999,X
A065,163,0,2015-10-01,2027-12-31,0,999,0,999,X
A066,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A072,6,0,2015-10-01,2027-12-31,0,999,0,999,X
A170,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A171,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A1781,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A1782,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A1783,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A1789,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A179,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A203,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A207,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A227,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A267,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A2781,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A310,6,0,2015-10-01,2027-12-31,0,999,0,999,X
A312,6,0,2015-10-01,2027-12-31,0,999,0,999,X
A3211,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A3212,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A327,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A3282,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A34,3,0,2015-10-01,2027-12-31,9,65,0,999,X
A35,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A3681,130,0,2015-10-01,2027-12-31,0,999,0,999,X
A381,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A390,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A391,30,0,2015-10-01,2027-12-31,0,999,0,999,X
A392,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A393,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A394,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A3950,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A3951,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A3952,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A3953,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A3981,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A3983,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A3984,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A400,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A401,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A403,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A408,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A409,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A4101,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A4102,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A411,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A412,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A413,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A414,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A4150,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A4151,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A4152,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A4153,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A4154,2,0,2023-10-01,2027-12-31,0,999,0,999,X
A4159,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A4181,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A4189,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A419,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A427,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A4281,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A4282,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A480,153,0,2015-10-01,2027-12-31,0,999,0,999,X
A481,163,0,2015-10-01,2027-12-31,0,999,0,999,X
A483,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A5004,163,0,2015-10-01,2027-12-31,0,999,0,999,X
A5040,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5041,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5042,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5043,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5044,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5045,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5049,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5054,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A5055,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A5141,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5200,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A5201,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A5202,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A5203,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A5205,149,0,2015-10-01,2027-12-31,0,999,0,999,X
A5206,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A5209,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A5210,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5211,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5212,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5213,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5214,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5215,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5216,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5217,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5219,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A522,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A523,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5440,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A5441,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A5442,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A5443,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A5449,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A5481,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5482,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A5483,135,0,2015-10-01,2027-12-31,0,999,0,999,X
A5485,42,0,2015-10-01,2027-12-31,0,999,0,999,X
A5486,2,0,2015-10-01,2027-12-31,0,999,0,999,X
A666,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A6921,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A6923,55,0,2015-10-01,2027-12-31,0,999,0,999,X
A800,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A801,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A802,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A8030,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A8039,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A804,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A809,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A820,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A821,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A829,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A830,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A831,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A832,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A833,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A834,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A835,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A836,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A838,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A839,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A840,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A841,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A8481,3,0,2020-10-01,2027-12-31,0,999,0,999,X
A8489,3,0,2020-10-01,2027-12-31,0,999,0,999,X
A849,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A850,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A851,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A852,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A858,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A86,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A870,4,0,2015-10-01,2027-12-31,0,999,0,999,X
A871,4,0,2015-10-01,2027-12-31,0,999,0,999,X
A872,4,0,2015-10-01,2027-12-31,0,999,0,999,X
A878,4,0,2015-10-01,2027-12-31,0,999,0,999,X
A879,4,0,2015-10-01,2027-12-31,0,999,0,999,X
A880,4,0,2015-10-01,2027-12-31,0,999,0,999,X
A888,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A89,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A922,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A9230,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A9231,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A9232,3,0,2015-10-01,2027-12-31,0,999,0,999,X
A9239,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B003,4,0,2015-10-01,2027-12-31,0,999,0,999,X
B004,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B007,2,0,2015-10-01,2027-12-31,0,999,0,999,X
B0082,110,0,2015-10-01,2027-12-31,0,999,0,999,X
B010,4,0,2015-10-01,2027-12-31,0,999,0,999,X
B0111,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B0112,110,0,2015-10-01,2027-12-31,0,999,0,999,X
B020,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B021,4,0,2015-10-01,2027-12-31,0,999,0,999,X
B0224,110,0,2015-10-01,2027-12-31,0,999,0,999,X
B050,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B051,4,0,2015-10-01,2027-12-31,0,999,0,999,X
B0601,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B0602,4,0,2015-10-01,2027-12-31,0,999,0,999,X
B0682,55,0,2015-10-01,2027-12-31,0,999,0,999,X
B1001,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B1009,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B150,351,0,2015-10-01,2027-12-31,0,999,0,999,X
B160,351,0,2015-10-01,2027-12-31,0,999,0,999,X
B162,351,0,2015-10-01,2027-12-31,0,999,0,999,X
B1711,351,0,2015-10-01,2027-12-31,0,999,0,999,X
B180,372,0,2015-10-01,2027-12-31,0,999,0,999,X
B181,372,0,2015-10-01,2027-12-31,0,999,0,999,X
B182,371,0,2015-10-01,2027-12-31,0,999,0,999,X
B188,372,0,2015-10-01,2027-12-31,0,999,0,999,X
B189,372,0,2015-10-01,2027-12-31,0,999,0,999,X
B190,351,0,2015-10-01,2027-12-31,0,999,0,999,X
B1911,351,0,2015-10-01,2027-12-31,0,999,0,999,X
B1921,351,0,2015-10-01,2027-12-31,0,999,0,999,X
B20,1,0,2015-10-01,2027-12-31,0,999,0,999,X
B250,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B251,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B252,6,47,2015-10-01,2027-12-31,0,999,0,999,X
B258,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B259,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B261,4,0,2015-10-01,2027-12-31,0,999,0,999,X
B262,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B263,47,0,2015-10-01,2027-12-31,0,999,0,999,X
B2682,135,0,2015-10-01,2027-12-31,0,999,0,999,X
B2685,55,0,2015-10-01,2027-12-31,0,999,0,999,X
B2702,4,0,2015-10-01,2027-12-31,0,999,0,999,X
B2712,4,0,2015-10-01,2027-12-31,0,999,0,999,X
B2782,4,0,2015-10-01,2027-12-31,0,999,0,999,X
B2792,4,0,2015-10-01,2027-12-31,0,999,0,999,X
B3320,135,0,2015-10-01,2027-12-31,0,999,0,999,X
B3321,135,0,2015-10-01,2027-12-31,0,999,0,999,X
B3322,135,0,2015-10-01,2027-12-31,0,999,0,999,X
B3323,135,0,2015-10-01,2027-12-31,0,999,0,999,X
B3324,130,0,2015-10-01,2027-12-31,0,999,0,999,X
B371,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B375,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B376,135,0,2015-10-01,2027-12-31,0,999,0,999,X
B377,2,6,2015-10-01,2027-12-31,0,999,0,999,X
B3781,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B380,163,0,2015-10-01,2027-12-31,0,999,0,999,X
B381,163,0,2015-10-01,2027-12-31,0,999,0,999,X
B382,163,0,2015-10-01,2027-12-31,0,999,0,999,X
B384,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B390,163,0,2015-10-01,2027-12-31,0,999,0,999,X
B391,163,0,2015-10-01,2027-12-31,0,999,0,999,X
B392,163,0,2015-10-01,2027-12-31,0,999,0,999,X
B400,163,0,2015-10-01,2027-12-31,0,999,0,999,X
B401,163,0,2015-10-01,2027-12-31,0,999,0,999,X
B402,163,0,2015-10-01,2027-12-31,0,999,0,999,X
B4081,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B410,163,0,2015-10-01,2027-12-31,0,999,0,999,X
B4281,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B4282,55,0,2015-10-01,2027-12-31,0,999,0,999,X
B431,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B440,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B441,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B442,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B447,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B4481,162,0,2015-10-01,2027-12-31,0,999,0,999,X
B4489,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B449,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B450,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B451,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B452,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B453,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B457,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B458,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B459,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B460,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B461,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B462,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B463,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B464,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B465,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B468,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B469,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B484,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B488,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B5741,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B5742,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B582,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B583,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B5881,135,0,2015-10-01,2027-12-31,0,999,0,999,X
B59,6,0,2015-10-01,2027-12-31,0,999,0,999,X
B6011,3,0,2015-10-01,2027-12-31,0,999,0,999,X
B664,163,0,2015-10-01,2027-12-31,0,999,0,999,X
B671,163,0,2015-10-01,2027-12-31,0,999,0,999,X
B9735,1,0,2015-10-01,2027-12-31,0,999,0,999,X
C01,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C020,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C021,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C022,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C023,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C024,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C028,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C029,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C030,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C031,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C039,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C040,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C041,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C048,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C049,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C050,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C051,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C052,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C058,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C059,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C060,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C061,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C062,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C0680,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C0689,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C069,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C07,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C080,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C081,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C089,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C090,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C091,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C098,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C099,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C100,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C101,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C102,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C103,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C104,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C108,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C109,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C110,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C111,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C112,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C113,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C118,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C119,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C12,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C130,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C131,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C132,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C138,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C139,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C140,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C142,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C148,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C153,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C154,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C155,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C158,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C159,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C160,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C161,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C162,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C163,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C164,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C165,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C166,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C168,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C169,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C170,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C171,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C172,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C173,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C178,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C179,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C180,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C181,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C182,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C183,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C184,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C185,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C186,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C187,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C188,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C189,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C19,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C20,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C210,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C211,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C212,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C218,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C220,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C221,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C222,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C223,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C224,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C227,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C228,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C229,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C23,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C240,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C241,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C248,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C249,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C250,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C251,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C252,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C253,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C254,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C257,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C258,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C259,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C260,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C261,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C269,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C300,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C301,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C310,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C311,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C312,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C313,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C318,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C319,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C320,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C321,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C322,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C323,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C328,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C329,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C33,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3400,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3401,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3402,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3410,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3411,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3412,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C342,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3430,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3431,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3432,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3480,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3481,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3482,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3490,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3491,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C3492,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C37,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C380,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C381,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C382,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C383,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C384,9,0,2015-10-01,2027-12-31,0,999,0,999,X
C388,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C390,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C399,11,0,2015-10-01,2027-12-31,0,999,0,999,X
C4000,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4001,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4002,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4010,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4011,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4012,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4020,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4021,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4022,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4030,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4031,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4032,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4080,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4081,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4082,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4090,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4091,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C4092,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C410,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C411,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C412,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C413,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C414,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C419,10,0,2015-10-01,2027-12-31,0,999,0,999,X
C430,13,0,2015-10-01,2027-12-31,0,999,0,999,X
C4310,13,0,2015-10-01,2027-12-31,0,999,0,999,X
