DGNS_CD,CC_CD,ACC_CD,DGNS_CD_EFF_STRT_DT,DGNS_CD_EFF_END_DT,MIN_AGE_DGNS_INCLUDE,MAX_AGE_DGNS_EXCLUDE,CC_AGE_SPLIT_MIN_AGE_INC,CC_AGE_SPLIT_MAX_AGE_EXC,CC_SEX_SPLIT
L97329,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97401,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97402,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97403,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97404,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97405,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97406,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97408,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97409,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97411,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97412,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97413,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97414,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97415,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97416,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97418,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97419,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97421,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97422,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97423,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97424,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97425,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97426,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97428,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97429,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97501,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97502,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97503,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97504,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97505,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97506,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97508,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97509,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97511,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97512,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97513,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97514,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97515,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97516,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97518,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97519,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97521,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97522,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97523,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97524,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97525,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97526,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97528,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97529,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97801,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97802,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97803,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97804,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97805,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97806,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97808,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97809,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97811,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97812,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97813,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97814,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97815,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97816,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97818,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97819,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97821,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97822,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97823,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97824,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97825,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97826,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97828,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97829,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97901,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97902,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97903,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97904,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97905,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97906,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97908,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97909,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97911,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97912,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97913,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97914,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97915,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97916,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97918,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97919,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97921,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97922,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97923,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97924,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L97925,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97926,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97928,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L97929,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98411,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98412,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98413,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98414,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98415,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L98416,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L98418,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L98419,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98421,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98422,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98423,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98424,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98425,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L98426,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L98428,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L98429,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98431,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98432,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98433,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98434,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98435,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98436,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98438,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98439,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98441,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98442,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98443,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98444,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98445,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98446,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98448,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98449,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98451,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98452,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98453,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98454,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98455,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98456,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98458,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98459,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98461,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98462,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98463,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98464,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98465,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98466,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98468,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98469,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98471,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98472,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98473,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98474,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98475,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98476,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98478,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98479,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98491,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98492,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98493,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98494,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98495,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L98496,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L98498,217,0,2017-10-01,2027-12-31,0,999,0,999,X
L98499,217,0,2015-10-01,2027-12-31,0,999,0,999,X
L98A111,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A112,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A113,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A114,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A115,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A116,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A118,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A119,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A121,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A122,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A123,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A124,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A125,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A126,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A128,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A129,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A191,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A192,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A193,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A194,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A195,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A196,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A198,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A199,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A211,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A212,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A213,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A214,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A215,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A216,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A218,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A219,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A221,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A222,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A223,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A224,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A225,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A226,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A228,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A229,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A291,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A292,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A293,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A294,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A295,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A296,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A298,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A299,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A311,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A312,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A313,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A314,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A315,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A316,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A318,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A319,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A321,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A322,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A323,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A324,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A325,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A326,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A328,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A329,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A391,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A392,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A393,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A394,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A395,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A396,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A398,217,0,2025-10-01,2027-12-31,0,999,0,999,X
L98A399,217,0,2025-10-01,2027-12-31,0,999,0,999,X
M0000,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00011,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00012,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00019,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00021,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00022,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00029,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00031,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00032,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00039,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00041,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00042,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00049,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00051,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00052,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00059,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00061,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00062,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00069,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00071,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00072,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00079,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0008,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0009,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0010,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00111,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00112,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00119,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00121,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00122,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00129,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00131,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00132,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00139,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00141,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00142,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00149,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00151,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00152,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00159,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00161,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00162,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00169,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00171,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00172,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00179,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0018,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0019,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0020,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00211,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00212,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00219,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00221,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00222,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00229,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00231,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00232,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00239,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00241,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00242,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00249,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00251,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00252,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00259,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00261,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00262,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00269,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00271,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00272,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00279,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0028,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0029,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0080,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00811,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00812,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00819,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00821,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00822,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00829,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00831,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00832,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00839,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00841,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00842,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00849,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00851,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00852,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00859,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00861,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00862,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00869,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00871,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00872,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M00879,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0088,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0089,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M009,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X0,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X11,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X12,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X19,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X21,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X22,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X29,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X31,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X32,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X39,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X41,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X42,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X49,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X51,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X52,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X59,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X61,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X62,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X69,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X71,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X72,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X79,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X8,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M01X9,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0210,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02111,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02112,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02119,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02121,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02122,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02129,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02131,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02132,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02139,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02141,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02142,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02149,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02151,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02152,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02159,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02161,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02162,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02169,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02171,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02172,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02179,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0218,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0219,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0230,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02311,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02312,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02319,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02321,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02322,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02329,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02331,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02332,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02339,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02341,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02342,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02349,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02351,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02352,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02359,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02361,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02362,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02369,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02371,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02372,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M02379,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M0238,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M0239,57,0,2015-10-01,2027-12-31,0,999,0,999,X
M0280,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02811,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02812,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02819,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02821,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02822,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02829,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02831,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02832,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02839,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02841,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02842,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02849,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02851,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02852,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02859,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02861,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02862,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02869,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02871,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02872,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M02879,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0288,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M0289,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M029,55,0,2015-10-01,2027-12-31,0,999,0,999,X
M041,57,0,2016-10-01,2027-12-31,0,999,0,999,X
M042,57,0,2016-10-01,2027-12-31,0,999,0,999,X
