Variable,Platinum_Level,Gold_Level,Silver_Level,Bronze_Level,Catastrophic_Level
FAGE_LAST_10_14,0.18299999833107,0.14300000667572,0.0949999988079071,0.0599999986588955,0.0570000000298023
FAGE_LAST_15_20,0.282000005245209,0.224999994039536,0.156000003218651,0.0920000001788139,0.0869999974966049
FAGE_LAST_2_4,0.153999999165535,0.109999999403954,0.061999998986721,0.025000000372529,0.0219999998807907
FAGE_LAST_5_9,0.101999998092651,0.0689999982714653,0.0309999994933605,0.00499999988824129,0.00300000002607703
G01,2.54800009727478,2.23200011253357,2.02999997138977,1.74800002574921,1.72000002861023
G02,7.94899988174438,7.72399997711182,7.53599977493286,7.49399995803833,7.48999977111816
G03,3.91799998283386,3.71700000762939,3.55599999427795,3.48000001907349,3.47300004959106
G04,1.39600002765656,1.28699994087219,1.18799996376038,1.10500001907349,1.09700000286102
G06,14.7440004348755,14.6230001449585,14.5329999923706,14.5019998550415,14.4980001449585
G07,6.95499992370605,6.74200010299683,6.57200002670288,6.48400020599365,6.47599983215332
G08,5.85599994659424,5.71299982070923,5.59899997711182,5.53900003433228,5.53299999237061
G09,5.6399998664856,5.38500022888184,5.2039999961853,5.125,5.11899995803833
G10,11.5279998779297,11.46399974823,11.4289999008179,11.5089998245239,11.5170001983643
G11,9.19999980926514,9.0310001373291,8.88599967956543,8.87199974060059,8.86600017547607
G12,2.54699993133545,2.37199997901917,2.24300003051758,2.14100003242493,2.13100004196167
G13,9.78400039672852,9.5600004196167,9.40999984741211,9.375,9.36900043487549
G14,22.3579998016357,22.0990009307861,21.8959999084473,21.9220008850098,21.9249992370605
G15,0.372999995946884,0.308999985456467,0.224000006914139,0.133000001311302,0.125
G16,4.15100002288818,4.01999998092651,3.91199994087219,3.81500005722046,3.80900001525879
G17,1.05900001525879,0.903999984264374,0.759999990463257,0.532999992370605,0.507000029087067
G18,2.89599990844727,2.51099991798401,2.29299998283386,1.98699998855591,1.95000004768372
HHS_HCC001,5.42600011825562,4.99499988555908,4.6729998588562,4.55600023269653,4.54199981689453
HHS_HCC002,13.7329998016357,13.5629997253418,13.4519996643066,13.4589996337891,13.4610004425049
HHS_HCC003,8.19099998474121,8.03299999237061,7.91699981689453,7.92500019073486,7.92500019073486
HHS_HCC004,3.56699991226196,3.36299991607666,3.23000001907349,3.08200001716614,3.06800007820129
HHS_HCC006,16.9500007629395,16.9029998779297,16.8649997711182,16.8490009307861,16.8460006713867
HHS_HCC008,32.4630012512207,32.2550010681152,32.0769996643066,32.0870018005371,32.0870018005371
HHS_HCC009,10.0200004577637,9.78499984741211,9.59000015258789,9.50899982452393,9.5019998550415
HHS_HCC010,7.83199977874756,7.59800004959106,7.40799999237061,7.30200004577637,7.28999996185303
HHS_HCC011,3.03200006484985,2.85999989509583,2.71799993515015,2.59999990463257,2.58699989318848
HHS_HCC012,3.03200006484985,2.85999989509583,2.71799993515015,2.59999990463257,2.58699989318848
